image_id,product_id,image
297,39,https://image.idus.com/image/files/ef7cd50ae10d4677a9280814cbe44904_720.jpg
298,39,https://image.idus.com/image/files/7d3fd0c3775f4b7fa8ad000bc66e789e_720.jpg
299,39,https://image.idus.com/image/files/b3c46844ab5b4bf897532bc8e3f06420_720.jpg
300,39,https://image.idus.com/image/files/92a6477d25eb46dfb09fb8972db2f3c1_720.jpg
301,39,https://image.idus.com/image/files/cd028f5d521a4bd08183e959365076da_720.jpg
302,39,https://image.idus.com/image/files/7b26baa48fe7443d9c171de891b8c91c_720.jpg
303,40,https://image.idus.com/image/files/bd9f567ba0394e6c91c20478a120a42e_720.jpg
304,40,https://image.idus.com/image/files/e935771a76194790a221278542c69f54_720.jpg
305,40,https://image.idus.com/image/files/16ab3d7f013b47f7b0fa7f4d20f6c225_720.jpg
306,40,https://image.idus.com/image/files/e03a2e99d33340a5853ebb2f933322a3_720.jpg
307,40,https://image.idus.com/image/files/c10cec13e8224345b5b273ed5315395c_720.jpg
308,40,https://image.idus.com/image/files/982bcfc54f2b4e3eabc9971a4276549d_720.jpg
309,40,https://image.idus.com/image/files/1abe710f33524ec7a9b67ad241bd8e29_720.jpg
310,40,https://image.idus.com/image/files/1f4c4c9192e545e087b53363613e228d_720.jpg
311,40,https://image.idus.com/image/files/9a89b4855b154c66b21831353dc5a3ae_720.jpg
312,41,https://image.idus.com/image/files/8406d6f4a2884d9bbb7444719a68392e_720.jpg
313,41,https://image.idus.com/image/files/9f7ee2c7cc9b45eab38abe03a0e33adb_720.jpg
